date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1946-01-01,1095.0249999999992,1444.198616180507,1197.3892389014318,890,1138.240263583135,,,,
1946-02-01,1077.3934210526309,1417.7272045877276,1182.2558001361913,992,1250.669280520085,,,,
1946-03-01,1214.0776315789465,1545.5715803337537,1321.1474334396958,979,1282.0046880942184,,,,
1946-04-01,1322.1302631578938,1644.7843762768762,1431.1167703908932,959,1425.215084314778,,,,
1946-05-01,1385.0249999999992,1698.83927674319,1495.637495200309,1110,1564.7241622380204,,,,
1946-06-01,1539.4986842105254,1844.473122881762,1651.4464499732069,1546,1531.9319146678758,,,,
1946-07-01,1929.709210526315,2225.843808421344,2042.7015294464293,1539,2199.885663947844,,,,
1946-08-01,3034.4986842105254,3321.7934352765697,3148.244838883134,3401,2989.310342888408,,,,
1946-09-01,2284.709210526315,2563.16412667662,2398.918483546478,2092,2535.8518322347,,,,
1946-10-01,1815.6565789473675,2085.271657162996,1930.0382529101464,1436,1845.1812415880104,,,,
1946-11-01,1636.130263157894,1896.9055003584456,1750.3936206583503,1301,1778.8667492289192,,,,
1946-12-01,1397.6039473684202,1649.5393429107253,1511.4582710016143,1287,1539.9901752271912,,,,
1947-01-01,1220.817543859648,1464.4041988594968,1362.532522178095,1488,1302.4547672028727,,,,
1947-02-01,1203.1859649122798,1438.9149915567698,1344.9249807775232,1517,1412.4301273552342,1260.8287581197692,1205.9091766608774,,
1947-03-01,1339.8701754385957,1567.7415715928482,1481.3748133795789,1707,1441.3439891327455,1360.0203665067077,1282.332378189538,,
1947-04-01,1447.922807017543,1667.9365718260235,1588.9346515632092,1729,1582.16495054465,1434.9276830258302,1273.433292694677,,
1947-05-01,1510.817543859648,1722.9736765823898,1651.0781795389405,1788,1719.316704647204,1488.1159796137483,1335.6017470015545,,
1947-06-01,1665.2912280701746,1869.5897270110145,1804.5422394120355,2008,1684.1992442443377,1665.9033804755445,1497.3697155066309,,
1947-07-01,2055.501754385964,2251.9426168406494,2193.484725919337,2203,2349.8598916795504,1959.1560238786865,1863.957944914859,,
1947-08-01,3160.291228070175,3348.874447985927,3296.747744324003,3713,3137.023579763326,2746.777458137373,2894.159199623362,,
1947-09-01,2410.501754385964,2591.22734367603,2545.173399889191,2946,2681.336189240796,2630.703128844553,2863.7753410396176,,
1947-10-01,1941.4491228070167,2114.317078452459,2074.0774820885854,2082,1988.4688297132511,2093.597527732729,2029.6152359782668,,
1947-11-01,1761.922807017543,1926.933125937961,1892.2494646063967,2033,1919.989679461272,1741.7666614193513,1480.9424720209263,,
1947-12-01,1523.3964912280694,1680.5491727802937,1651.1630316531512,1937,1678.9805585546217,1677.8859347553464,1537.4542162262426,,
1948-01-01,1346.610087719297,1496.3962330191175,1500.118501467004,1711,1439.3447146133478,1753.5357886832237,1652.0117303249665,,
1948-02-01,1328.978508771929,1471.889230006443,1480.4244806376864,1775,1547.2517498367208,1739.437567935572,1669.055356603779,,
1948-03-01,1465.6627192982446,1601.698014332574,1614.820135744878,1902,1574.1293976732104,1888.182719479509,1883.1534693139088,1972.255844928933,1926.0496447515152
1948-04-01,1573.715350877192,1702.875218855802,1720.358098367527,1846,1712.9462561320595,1983.316236258442,1939.4147306052555,1965.2077776186552,1887.2497140495148
1948-05-01,1636.610087719297,1758.894527902221,1780.512052716159,2083,1848.126018269525,1983.9057651298167,1892.82407431129,2015.5355067383657,1863.4183278324908
1948-06-01,1791.0837719298238,1906.4927826208984,1932.0188408960369,2262,1811.0686768895364,2158.2066304630985,2084.8934484011065,2424.4744858631075,2265.472730974139
1948-07-01,2181.2942982456134,2289.827876740585,2319.036357644003,2193,2474.821554335594,2554.7160044305524,2533.9061811109787,2359.073541826468,2415.9099108447663
1948-08-01,3286.083771929824,3387.741912175916,3420.406708223216,3792,3260.109583418181,3127.638201003202,3224.9487829434306,3968.0454167379567,3664.9418672998054
1948-09-01,2536.2942982456134,2631.077012156072,2666.971997896833,2343,2802.578644882429,3252.5870748991897,3492.9799395664727,2808.073884261492,2984.137382679619
1948-10-01,2067.241666666666,2155.148951222553,2194.048016138538,2313,2107.899848329629,2329.5981921141965,2224.277276172518,1778.0672838479368,1437.8881294894472
1948-11-01,1887.715350877192,1968.747202998108,2010.4242366325432,2179,2037.641372040361,2212.224623916176,2132.686406582888,2014.340903926257,2225.0459394036116
1948-12-01,1649.1890350877184,1723.3454541304927,1767.5743435893723,1975,1794.8850360843892,2040.1687921261075,2016.65124398696,2064.639740338307,2045.7245091726477
1949-01-01,1472.4026315789465,1540.174718659369,1614.7986552471823,1880,1553.53408808176,1933.9856433428845,1838.4356306677512,1946.737616686484,1704.6241813906172
1949-02-01,1454.7710526315782,1516.6499199367477,1593.405778195705,1930,1659.7581302317446,1924.142354971164,1896.268407631129,1920.0382763384189,1902.8991330630233
1949-03-01,1591.4552631578938,1647.4409085529314,1726.1348790146185,2060,1684.9848959828123,2053.1856895118217,2049.0046827920346,1982.7815379669228,2018.8474781187151
